"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: City","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Serovar subtype","Assay: Other serovar subtype","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Study Type","FIND Evaluation","Assay Target","Assay: Health Level","Total number of samples","Number of positive samples","Number of negative samples","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Created By: Full Name","Last Modified By: Full Name","Instrument: Instrument ID","Instrument: Instrument Name"
"a2v69000004gKlR","a2r69000007lbPM","a266900000BscI2","06.07.2023","Italy","","European Region","diasorin.com","DiaSorin S.p.A","LIAISON SARS-CoV-2 Ag","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Health Canada; US FDA EUA","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","ELISA/EIA","","Chemiluminescence","IA Reagent Kit","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Nasal swab; Nasopharyngeal swab","","Not applicable","","42.00","Yes","No","Company-Sponsored","No","Antigen","L2: District Hospital Lab","408","109","299","99.10","95.00","99.80","98.70","96.60","99.50","Victoria Aroworade","Victoria Aroworade","a2s690000019K0p","LIAISON XL analyser"
"a2v69000004gKlU","a2r69000007lbRh","a266900000BscI3","06.07.2023","Italy","","European Region","diasorin.com","DiaSorin S.p.A","LIAISON SARS-CoV-2 S1/S2 IgG","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; Brazil ANVISA; CE-IVDD; Health Canada; US FDA EUA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","","Fluorescence","Chemiluminescent Immunoassay (CLIA)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","Not applicable","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019K0r","LIAISON XS analyser"
"a2v69000004gKlT","a2r69000007lb7b","a266900000BscI4","06.07.2023","Italy","","European Region","diasorin.com","DiaSorin S.p.A","Simplexa COVID-19 Direct assay","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; Health Canada; US FDA 510k; US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","ORF1ab; S gene","qPCR","","Fluorescence","Cartridge-based processing","8-plex separate tests on 1 disc","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Nasal swab; Nasopharyngeal swab; Saliva","","Not applicable","","60.00","Yes","No","Company-Sponsored","No","RNA","L1: Primary Care","20","20","0","100.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019K0o","LIAISON MDX instrument"
"a2v69000004gKlW","a2r69000007lbRh","a266900000BscI5","06.07.2023","Italy","","European Region","diasorin.com","DiaSorin S.p.A","LIAISON SARS-CoV-2 S1/S2 IgG","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; Brazil ANVISA; CE-IVDD; Health Canada; US FDA EUA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","","Fluorescence","Chemiluminescent Immunoassay (CLIA)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","Not applicable","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Bastien Schyrr","",""
"a2v69000004gKlV","a2r69000007lbRh","a266900000BscI6","06.07.2023","Italy","","European Region","diasorin.com","DiaSorin S.p.A","LIAISON SARS-CoV-2 S1/S2 IgG","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; Brazil ANVISA; CE-IVDD; Health Canada; US FDA EUA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","","Fluorescence","Chemiluminescent Immunoassay (CLIA)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","Not applicable","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019K0p","LIAISON XL analyser"
"a2v69000004gKlY","a2r69000007lbsB","a266900000BscI7","06.07.2023","Italy","","European Region","diasorin.com","DiaSorin S.p.A","LIAISON SARS-CoV-2 TrimericS IgG assay","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Health Canada; US FDA EUA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","","Fluorescence","Chemiluminescent Immunoassay (CLIA)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","Not applicable","","35.00","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","2054","155","1899","98.70","94.50","99.60","99.50","99.00","100.00","Victoria Aroworade","Victoria Aroworade","a2s690000019K0r","LIAISON XS analyser"
"a2v69000004gKlX","a2r69000007lb80","a266900000BscI8","06.07.2023","Italy","","European Region","diasorin.com","DiaSorin S.p.A","Simplexa COVID-19 & Flu A/b Direct Assay","Diagnostic/confirmatory test","ID","Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","Health Canada; US FDA 510k","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","Cartridge-based processing","8-plex separate tests on 1 disc","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab","","Unspecified","","60.00","Yes","No","Company-Sponsored","No","RNA","L1: Primary Care","168","39","129","100.00","0.00","0.00","99.20","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019K0o","LIAISON MDX instrument"
"a2v69000004gKlX","a2r69000007lb80","a266900000BscI9","06.07.2023","Italy","","European Region","diasorin.com","DiaSorin S.p.A","Simplexa COVID-19 & Flu A/b Direct Assay","Diagnostic/confirmatory test","ID","Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","Health Canada; US FDA 510k","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","Cartridge-based processing","8-plex separate tests on 1 disc","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab","","Unspecified","","60.00","Yes","No","Company-Sponsored","No","RNA","L1: Primary Care","192","40","152","95.00","0.00","0.00","99.30","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019K0o","LIAISON MDX instrument"
"a2v69000004gKlX","a2r69000007lb80","a266900000BscIA","06.07.2023","Italy","","European Region","diasorin.com","DiaSorin S.p.A","Simplexa COVID-19 & Flu A/b Direct Assay","Diagnostic/confirmatory test","ID","Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","Health Canada; US FDA 510k","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","Cartridge-based processing","8-plex separate tests on 1 disc","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab","","Unspecified","","60.00","Yes","No","Company-Sponsored","No","RNA","L1: Primary Care","190","57","133","96.60","0.00","0.00","100.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019K0o","LIAISON MDX instrument"
"a2v69000004gKlZ","a2r69000007lbsB","a266900000BscIB","06.07.2023","Italy","","European Region","diasorin.com","DiaSorin S.p.A","LIAISON SARS-CoV-2 TrimericS IgG assay","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Health Canada; US FDA EUA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","","Fluorescence","Chemiluminescent Immunoassay (CLIA)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","Not applicable","","35.00","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","2054","155","1899","98.70","94.50","99.60","99.50","99.00","100.00","Victoria Aroworade","Victoria Aroworade","a2s690000019K0p","LIAISON XL analyser"
"a2v69000004gL7Y","a2r69000007lbxF","a266900000BscIC","06.07.2023","Belgium","Unknown","European Region","diasource-diagnostics.com","DIAsource ImmunoAssays","COVID-19 Antigen Rapid Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","Not applicable","","15.00","Yes","No","Company-Sponsored","No","Antigen","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL7Z","a2r69000007lbRn","a266900000BscIE","06.07.2023","Italy","Ancona","European Region","diatechpharmacogenetics.com/en","Diatech Pharmacogenetics","Easy SARS-CoV-2","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","N gene; RdRp gene","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","Not applicable","","180.00","Yes","No","Company-Sponsored","No","RNA","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL7a","a2r69000007lbRw","a266900000BscIF","06.07.2023","Italy","Ancona","European Region","diatechpharmacogenetics.com/en","Diatech Pharmacogenetics","EasyPGX ready SARS-CoV-2","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","N gene; RdRp gene","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Nasopharyngeal swab; Oropharyngeal swab; Sputum","","Not applicable","","180.00","Yes","No","Company-Sponsored","No","RNA","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL7c","a2r69000007lb9E","a266900000BscIG","06.07.2023","Italy","Cartoceto","European Region","diatheva.com","Diatheva","COVID-19 ELISA IgG DIATHEVA kit","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","","Colorimetric","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","Not applicable","","120.00","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","419","167","252","98.80","0.00","0.00","98.02","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL7b","a2r69000007lbDx","a266900000BscIH","06.07.2023","Italy","Cartoceto","European Region","diatheva.com","Diatheva","Diatheva COVID-19 PCR kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","N gene; ORF1b","PCR (conventional)","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","Not applicable","","115.00","Yes","No","Company-Sponsored","No","RNA","L2: District Hospital Lab","253","186","67","100.00","0.00","0.00","100.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL7d","a2r69000007lbma","a266900000BscII","06.07.2023","Italy","Cartoceto","European Region","diatheva.com","Diatheva","COVID-19 ELISA IgM DIATHEVA kit","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgM","ELISA/EIA","","Colorimetric","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","Not applicable","","120.00","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","373","121","252","97.52","0.00","0.00","99.60","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLhJ","a2r69000007lb6u","a266900000BscIL","13.07.2023","United States","Unknown","Region of the Americas","diazyme.com","Diazyme Laboratories Inc.","Diazyme DZ-Lite SARS-CoV-2 IgG CLIA Kit","Monitoring (treatment, immune status, patient)","ID","Covid-19","SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG","Chemiluminescent immunoassay (CLIA)","","Chemiluminescence","Other","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","Not applicable","","40.00","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gKm0","a2r69000007lbDP","a266900000BscIM","06.07.2023","United States","Unknown","Region of the Americas","diazyme.com","Diazyme Laboratories Inc.","Diazyme DZ-Lite SARS-CoV-2 IgM CLIA Kit","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgM","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Chemiluminescence","Other","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","Not applicable","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","410","108","302","94.40","88.40","97.40","98.30","96.20","99.30","Victoria Aroworade","Victoria Aroworade","a2s690000019JzC","DZ-Lite 3000 Plus Chemiluminescence Analyzer"
"a2v69000004gKm1","a2r69000007lbpZ","a266900000BscIN","06.07.2023","United States","Unknown","Region of the Americas","diazyme.com","Diazyme Laboratories Inc.","Diazyme SARS-CoV-2 Neutralizing Antibody CLIA Kit","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","US FDA EUA","Ukraine","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Neutralizing Antibodies","ELISA/EIA","","Fluorescence","Cartridge-based processing","Chemiluminescence Immunoassay(CLIA)","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","Not applicable","","20.00","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","0","0","0","94.30","84.10","98.40","98.70","93.20","99.80","Victoria Aroworade","Victoria Aroworade","a2s690000019JzC","DZ-Lite 3000 Plus Chemiluminescence Analyzer"
"a2v69000004gL7g","a2r69000007lbUr","a266900000BscIO","06.07.2023","Italy","Monteriggioni","European Region","diesse.it","Diesse Diagnostica Senese SpA","ELISA Enzywell SARS-CoV-2 IgA","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgA","ELISA/EIA","","Colorimetric","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","Not applicable","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","463","63","400","93.70","84.70","97.50","96.30","93.90","97.70","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL7i","a2r69000007lbUt","a266900000BscIP","06.07.2023","Italy","Monteriggioni","European Region","diesse.it","Diesse Diagnostica Senese SpA","ELISA Enzywell SARS-CoV-2 IgM","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgM","ELISA/EIA","","Colorimetric","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","Not applicable","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","625","93","532","91.40","83.90","956.00","98.10","96.60","99.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL7h","a2r69000007lbUs","a266900000BscIQ","06.07.2023","Italy","Monteriggioni","European Region","diesse.it","Diesse Diagnostica Senese SpA","ELISA Enzywell SARS-CoV-2 IgG","Monitoring (treatment, immune status, patient)","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","","Colorimetric","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","Not applicable","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","477","207","270","100.00","98.20","100.00","96.60","97.90","99.90","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL7j","a2r69000007lbum","a266900000BscIR","06.07.2023","Italy","Monteriggioni","European Region","diesse.it","Diesse Diagnostica Senese SpA","CHORUS SARS-CoV-2 ANTIGEN","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","Not applicable","","15.00","Yes","No","Company-Sponsored","No","Antigen","L0: Community","0","0","0","41.10","30.50","52.50","100.00","97.80","100.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gKhI","a2r69000007lbOt","a266900000BscIS","06.07.2023","Italy","Monteriggioni","European Region","diesse.it","Diesse Diagnostica Senese SpA","Chorus SARS-CoV-2 IgG","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","","Colorimetric","IA Reagent Kit","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Serum","","Not applicable","","40.00","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","0","0","0","100.00","0.00","0.00","99.90","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019Jym","Chorus Trio Instrument"
"a2v69000004gKhH","a2r69000007lbOs","a266900000BscIT","06.07.2023","Italy","Monteriggioni","European Region","diesse.it","Diesse Diagnostica Senese SpA","Chorus SARS-CoV-2 IgA","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgA","ELISA/EIA","","Colorimetric","IA Reagent Kit","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Serum","","Not applicable","","40.00","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","0","0","0","99.00","0.00","0.00","99.90","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019Jym","Chorus Trio Instrument"
"a2v69000004gKhG","a2r69000007lbOn","a266900000BscIU","06.07.2023","Italy","Monteriggioni","European Region","diesse.it","Diesse Diagnostica Senese SpA","Chorus SARS-CoV-2 IgM","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgM","ELISA/EIA","","Colorimetric","IA Reagent Kit","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Serum","","Not applicable","","40.00","Yes","No","Company-Sponsored","No","Antibody (serological)","L2: District Hospital Lab","0","0","0","93.60","0.00","0.00","99.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019Jym","Chorus Trio Instrument"
"a2v69000004gL7k","a2r69000007lbun","a266900000BscIV","06.07.2023","Germany","Unknown","European Region","dixion.de","Dixion Vertrieb medizinischer GmbH and Shenzhen Dymind Biotechnology Co., Ltd","Dixion Sars-CoV-2 Antigen Test Kit (Colloidal Gold)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab; Nasopharyngeal swab","","Not applicable","","15.00","Yes","No","Company-Sponsored","No","Antigen","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL7m","a2r69000007lbuo","a266900000BscIW","06.07.2023","Denmark","Risskov","European Region","dna-diagnostic.com","DNA Diagnostic A/S","COVID-19 Antigen Detection Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","Not applicable","","15.00","Yes","No","Company-Sponsored","No","Antigen","L0: Community","1250","536","714","96.60","94.70","97.90","99.40","98.50","99.80","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL7l","a2r69000007lbBV","a266900000BscIX","06.07.2023","Denmark","Risskov","European Region","dna-diagnostic.com","DNA Diagnostic A/S","SARS-CoV-2 Antigen Rapid Test (Nasal Swab) For Self-testing","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Other","EU approval for self testing","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","","Not applicable","","15.00","Yes","No","Company-Sponsored","No","Antigen","Self-Testing","1250","536","714","96.60","94.70","97.90","99.40","98.50","99.80","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gKiD","a2r69000007lbT9","a266900000BscIY","06.07.2023","United Kingdom","London","European Region","dnanudge.com","DNANudge","COVID Nudge","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVDD; MHRA UK","authorised for use by UK Medicines and Healthcare Products Regulatory Agency","Already on the market (commercialized)","Molecular","RNA","E gene; N1 gene; N2 gene; N3 gene; N gene; Other","qPCR","","Fluorescence","Cartridge-based processing","Multiplex microwells, 7 Covid gene targets (72 wells)","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab","","Not applicable","","90.00","Yes","No","Company-Sponsored","No","RNA","L1: Primary Care","386","71","315","94.00","0.00","0.00","100.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","a2s690000019K1t","NudgeBox"
"a2v69000004gL7o","a2r69000007lbHm","a266900000BscIa","06.07.2023","Russian Federation","Moscow","European Region","dna-technology.com","DNA-Technology","Sars Cov2/ Sars Cov Multiplex REAL-TIME PCR Detection Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","E gene; N gene","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","Not applicable","","30.00","Yes","No","Company-Sponsored","No","RNA","L2: District Hospital Lab","218","58","160","100.00","95.60","100.00","100.00","96.70","100.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL7r","a2r69000007lbSH","a266900000BscId","06.07.2023","Korea, Republic of","Seoul","Western Pacific Region","dowgene.koreasme.com","DowGene Co., ltd.","Dow QuickFinder 2019-nCoV Real-time PCR Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","Korea export only","Already on the market (commercialized)","Molecular","RNA","N gene","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","Not applicable","","120.00","Yes","No","Company-Sponsored","No","RNA","L2: District Hospital Lab","0","0","0","95.00","0.00","0.00","95.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL7s","a2r69000007lbBU","a266900000BscIe","06.07.2023","United Kingdom","Hemel Hempstead","European Region","draeger.com/en_uk","Drägerwerk AG & Co. KGaA","Drager COVID-19 Home Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Other","EU approval for self testing","2022","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","","Not applicable","","1.00","Yes","No","Company-Sponsored","No","Antigen","Self-Testing","0","0","0","99.70","0.00","0.00","96.10","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gL7t","a2r69000007lbBW","a266900000BscIf","06.07.2023","United Kingdom","Hemel Hempstead","European Region","draeger.com/en_uk","Drägerwerk AG & Co. KGaA","Dräger Antigen Test SARS-CoV-2","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","2022","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","Not applicable","","1.00","Yes","No","Company-Sponsored","No","Antigen","L0: Community","272","69","203","96.80","89.00","99.10","99.70","98.20","99.00","Victoria Aroworade","Victoria Aroworade","",""
